verb,verb - main semantic class,verb - second semantic class,verb - third semantic class,verb - tense
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,past
"myśleć, że_",epistemiczny,,,past
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,past
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,present
"myśleć, że_",epistemiczny,,,past
"myśleć, że_",epistemiczny,,,present
"nacieszyć się, że_",emotywny,epistemiczny,,present
"nadmienić, że_",mówienia,,,past
"nadmienić, że_",mówienia,,,present
"naigrawać się, że_",mówienia,emotywny,,present
"nakrzyczeć, że_",mówienia,emotywny,,future
"napisać, że_",mówienia,,,present
"napisać, że_",mówienia,,,past
"napisać, że_",mówienia,,,past
"napisać, że_",mówienia,,,past
"napisać, że_",mówienia,,,past
"napisać, że_",mówienia,,,past
"napisać, że_",mówienia,,,past
"napisać, że_",mówienia,,,past
"napisać, że_",mówienia,,,past
"napisać, że_",mówienia,,,past
"napisać, że_",mówienia,,,brak
"napisać, że_",mówienia,,,brak
"napomknąć, że_",mówienia,,,past
"narzekać, że_",mówienia,emotywny,,past
"narzekać, że_",mówienia,emotywny,,past
"narzekać, że_",mówienia,emotywny,,past
"narzekać, że_",mówienia,emotywny,,past
"narzekać, że_",mówienia,emotywny,,past
"nic dziwnego, że_",emotywny,epistemiczny,,brak
"nie da się ukryć, że_",?,,,present
"nie da się ukryć, że_",?,,,present
"nie kryć, że_",?,,,present
"nie kryć, że_",?,,,present
"nie kryć, że_",?,,,past
"nie kryć, że_",?,,,past
"nie mieć wątpliwości, że_",epistemiczny,,,past
"nie mieć wątpliwości, że_",epistemiczny,,,present
"nie mieć wątpliwości, że_",epistemiczny,,,present
"nie mieć wątpliwości, że_",epistemiczny,,,present
"nie ukrywać, że_",?,,,present
"nie ukrywać, że_",?,,,present
"nie ukrywać, że_",?,,,present
"nie ukrywać, że_",?,,,present
"nie ukrywać, że_",?,,,present
"nie ukrywać, że_",?,,,present
"nie ukrywać, że_",?,,,past
"nie ukrywać, że_",?,,,present
"nie ukrywać, że_",?,,,present
"nie ukrywać, że_",?,,,present
"nie ukrywać, że_",?,,,past
"nie ukrywać, że_",?,,,present
"nie ukrywać, że_",?,,,present
"nie ukrywać, że_",?,,,present
"nie ukrywać, że_",?,,,past
"nie ukrywać, że_",?,,,past
"nie ulega wątpliwości, że_",epistemiczny,,,present
"nie ulega wątpliwości, że_",epistemiczny,,,present
"nie ulega wątpliwości, że_",epistemiczny,,,present
"nie ulega wątpliwości, że_",epistemiczny,,,present
"niepokoić się, że_",emotywny,epistemiczny,,past
"obawiać się, że_",emotywny,epistemiczny,wolicjonalny,past
"obawiać się, że_",emotywny,epistemiczny,wolicjonalny,present
"obawiać się, że_",emotywny,epistemiczny,wolicjonalny,past
"obawiać się, że_",emotywny,epistemiczny,wolicjonalny,past
"obawiać się, że_",emotywny,epistemiczny,wolicjonalny,present
"obawiać się, że_",emotywny,epistemiczny,wolicjonalny,present
"obawiać się, że_",emotywny,epistemiczny,wolicjonalny,present
"obawiać się, że_",emotywny,epistemiczny,wolicjonalny,present
"obawiać się, że_",emotywny,epistemiczny,wolicjonalny,present
"obawiać się, że_",emotywny,epistemiczny,wolicjonalny,future
"oberwać za coś, że_",przyczynowy,,,past
"obić się o uszy, że_",percepcyjny,mówienia,,past
"obić się o uszy, że_",percepcyjny,mówienia,,past
"obiecać, że_",mówienia,,,past
"obiecać, że_",mówienia,,,past
"obiecać, że_",mówienia,,,past
"obiecać, że_",mówienia,,,past
"obiecać, że_",mówienia,,,past
"obiecać, że_",mówienia,,,past
"obiecać, że_",mówienia,,,past
"obiecywać, że_",mówienia,performatyw,,present
"obiecywać, że_",mówienia,,,past
"obiecywać, że_",mówienia,,,past
"obiecywać, że_",mówienia,,,past
"obiecywać, że_",mówienia,,,present
"obiecywać, że_",mówienia,,,present
"obiecywać, że_",mówienia,,,present
"obiecywać, że_",mówienia,,,present
"obiecywać, że_",mówienia,,,present
"obliczać, że_",liczenia,epistemiczny,,present
"obliczyć, że_",liczenia,epistemiczny,,present
"obliczyć, że_",liczenia,epistemiczny,,past
"obrazić się, że_",emotywny,epistemiczny,,past
"[p] obserwować, że_",percepcyjny,,,present
"oceniać, że_",epistemiczny,wnioskowania,epistemiczny,present
"oceniać, że_",epistemiczny,wnioskowania,epistemiczny,present
"ocenić, że_",mówienia,epistemiczny,,past
"ocenić, że_",mówienia,wnioskowania,epistemiczny,past
"ocenić, że_",mówienia,wnioskowania,epistemiczny,past
"oczekiwać, że_",epistemiczny,wolicjonalny,,present
"oczekiwać, że_",epistemiczny,wolicjonalny,,past
"oczekiwać, że_",epistemiczny,wolicjonalny,,present
"oczekiwać, że_",epistemiczny,wolicjonalny,,present
"oczekiwać, że_",epistemiczny,wolicjonalny,,past
"odczuwać, że_",epistemiczny,,,past
"odczuwać, że_",epistemiczny,,,past
"odeprzeć, że_",mówienia,,,past
"odeprzeć, że_",mówienia,,,past
"odkryć, że_",odkrycia,,,past
"odkryć, że_",odkrycia,,,past
"odkryć, że_",odkrycia,,,past
"odkryć, że_",odkrycia,,,past
"odkryć, że_",odkrycia,,,past
"odkrywać, że_",odkrycia,,,present
"odnieść wrażenie, że_",epistemiczny,,,past
"odnieść wrażenie, że_",epistemiczny,,,brak
"odnosić wrażenie, że_",epistemiczny,,,present
"odnosić wrażenie, że_",epistemiczny,,,present
"odnosić wrażenie, że_",epistemiczny,,,present
"odnosić wrażenie, że_",epistemiczny,,,present
"odnotować, że_",epistemiczny,,,present
"odpisać, że_",mówienia,,,past
"odpowiadać, że_",mówienia,,,past
"odpowiadać, że_",mówienia,,,past
"odpowiedzieć, że_",mówienia,,,present
"odpowiedzieć, że_",mówienia,,,past
"odpowiedzieć, że_",mówienia,,,past
"odpowiedzieć, że_",mówienia,,,past
"ogłosić, że_",mówienia,,,past
"ogłosić, że_",mówienia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,present
"okazać się, że_",odkrycia,,,present
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,future
"okazać się, że_",odkrycia,,,future
"okazać się, że_",odkrycia,,,future
"okazać się, że_",odkrycia,,,future
"okazać się, że_",odkrycia,,,brak
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,past
"okazać się, że_",odkrycia,,,future
"okazać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,past
"okazywać się, że_",odkrycia,,,past
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"okazywać się, że_",odkrycia,,,present
"określać, że_",mówienia,,,present
"olśnić, że_",epistemiczny,,,past
"opierniczyć, że_",mówienia,emotywny,,past
"opowiadać, że_",mówienia,,,present
"opowiadać, że_",mówienia,,,past
"opowiadać, że_",mówienia,,,past
"opowiadać, że_",mówienia,,,past
"opowiadać, że_",mówienia,,,present
"opowiadać, że_",mówienia,,,present
"opowiadać, że_",mówienia,,,past
"opowiadać, że_",mówienia,,,present
"opowiadać, że_",mówienia,,,brak
"orientować się, że_",epistemiczny,,,present
"orientować się, że_",epistemiczny,,,past
"orzec, że_",mówienia,,,brak
"orzec, że_",mówienia,,,past
"ostrzec, że_",mówienia,,,present
"ostrzec, że_",mówienia,,,brak
"ostrzegać, że_",mówienia,emotywny,,past
"ostrzegać, że_",mówienia,emotywny,,past
"ostrzegać, że_",mówienia,emotywny,,present
"ostrzegać, że_",mówienia,emotywny,,present
"oszacować, że_",liczenia,epistemiczny,,past
"oświadczać, że_",mówienia,,,present
"oświadczyć, że_",mówienia,,,future
"oświadczyć, że_",mówienia,,,past
"oświadczyć, że_",mówienia,,,past
"oświadczyć, że_",mówienia,,,past
"oświadczyć, że_",mówienia,,,past
"oświadczyć, że_",mówienia,,,past
"oświadczyć, że_",mówienia,,,present
"oznajmić, że_",mówienia,,,past
"oznajmić, że_",mówienia,,,past
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,brak
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,past
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,brak
"pamiętać, że_",pamięciowy,epistemiczny,,past
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,brak
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,brak
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,brak
"pamiętać, że_",pamięciowy,epistemiczny,,brak
"pamiętać, że_",pamięciowy,epistemiczny,,brak
"pamiętać, że_",pamięciowy,epistemiczny,,brak
"pamiętać, że_",pamięciowy,epistemiczny,,brak
"pamiętać, że_",pamięciowy,epistemiczny,,brak
"pamiętać, że_",pamięciowy,epistemiczny,,brak
"pamiętać, że_",pamięciowy,epistemiczny,,brak
"pamiętać, że_",pamięciowy,epistemiczny,,brak
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,present
"pamiętać, że_",pamięciowy,epistemiczny,,present
"patrzeć, że_",percepcyjny,,,present
"pisać, że_",mówienia,,,present
"pisać, że_",mówienia,,,present
"pisać, że_",mówienia,,,present
"pisać, że_",mówienia,,,past
"pisać, że_",mówienia,,,past
"pisać, że_",mówienia,,,past
"pisać, że_",mówienia,,,present
"pisać, że_",mówienia,,,past
"pisać, że_",mówienia,,,past
"planować, że_",epistemiczny,,,past
"planować, że_",epistemiczny,,,present
"pochwalić się, że_",mówienia,emotywny,,past
"pochwalić się, że_",mówienia,emotywny,,past
"pocieszać się, że_",emotywny,epistemiczny,,present
"[e] poczuć, że_",epistemiczny,,,past
"pocieszyć się, że_",emotywny,epistemiczny,,brak
"podać, że_",mówienia,,,past
"podawać, że_",mówienia,,,present
"podawać, że_",mówienia,,,present
"podejrzewać, że_",epistemiczny,,,present
"podejrzewać, że_",epistemiczny,,,present
"podejrzewać, że_",epistemiczny,,,present
"podejrzewać, że_",epistemiczny,,,present
"podejrzewać, że_",epistemiczny,,,past
"podejrzewać, że_",epistemiczny,,,present
"podejrzewać, że_",epistemiczny,,,present
"podejrzewać, że_",epistemiczny,,,past
"podejrzewać, że_",epistemiczny,,,brak
"podkreślać, że_",mówienia,,,past
"podkreślać, że_",mówienia,,,present
"podkreślać, że_",mówienia,,,present
"podkreślać, że_",mówienia,,,present
"podkreślać, że_",mówienia,,,present
"podkreślać, że_",mówienia,,,present
"podkreślać, że_",mówienia,,,past
"podkreślać, że_",mówienia,,,present
"podkreślać, że_",mówienia,,,past
"podkreślać, że_",mówienia,,,past
"podkreślić, że_",mówienia,,,brak
"podkreślić, że_",mówienia,,,past
"podkreślić, że_",mówienia,,,past
"podkreślić, że_",mówienia,,,past
"podkreślić, że_",mówienia,,,past
"podkreślić, że_",mówienia,,,past
"podkreślić, że_",mówienia,,,present
"podkreślić, że_",mówienia,,,present
"podkreślić, że_",mówienia,,,brak
"podkreślić, że_",mówienia,,,present
"podkreślić, że_",mówienia,,,past
"podkreślić, że_",mówienia,,,past
"podkreślić, że_",mówienia,,,brak
"podnieść, że_",mówienia,,,past
"podpisywać, że_",mówienia,,,past
"podpowiadać, że_",mówienia,,,present
"podpowiadać, że_",mówienia,,,present
"podziwiać za coś, że_",emotywny,epistemiczny,,present
"poinformować, że_",mówienia,,,present
"poinformować, że_",mówienia,,,past
"poinformować, że_",mówienia,,,past
"poinformować, że_",mówienia,,,past
"poinformować, że_",mówienia,,,past
"poinformować, że_",mówienia,,,past
"poinformować, że_",mówienia,,,brak
"poinformować, że_",mówienia,,,past
"poinformować, że_",mówienia,,,brak
"pojmować, że_",epistemiczny,,,present
"pokazać, że_",mówienia,wnioskowania,epistemiczny,past
"pokazać, że_",mówienia,wnioskowania,epistemiczny,past
"pokazać, że_",mówienia,wnioskowania,epistemiczny,present
"pokazać, że_",mówienia,wnioskowania,epistemiczny,past
"pokazać, że_",mówienia,wnioskowania,epistemiczny,past
"pokazać, że_",mówienia,wnioskowania,epistemiczny,past
"pokazać, że_",mówienia,wnioskowania,epistemiczny,past
"pokazać, że_",mówienia,wnioskowania,epistemiczny,brak
"pokazać, że_",mówienia,wnioskowania,epistemiczny,past
"pokazać, że_",mówienia,wnioskowania,epistemiczny,past
"pokazać, że_",mówienia,wnioskowania,epistemiczny,past
"pokazać, że_",mówienia,wnioskowania,epistemiczny,past
"pokazać, że_",mówienia,wnioskowania,epistemiczny,past
"pokazać, że_",mówienia,wnioskowania,epistemiczny,future
"pokazać, że_",mówienia,wnioskowania,epistemiczny,past
"pokazać, że_",mówienia,wnioskowania,epistemiczny,brak
"pokazać, że_",mówienia,wnioskowania,epistemiczny,past
"pokazać, że_",mówienia,wnioskowania,epistemiczny,present
"pokazać, że_",mówienia,wnioskowania,epistemiczny,brak
"pokazywać, że_",mówienia,wnioskowania,epistemiczny,present
"pokazywać, że_",mówienia,wnioskowania,epistemiczny,present
"pokazywać, że_",mówienia,wnioskowania,epistemiczny,present
"pokazywać, że_",mówienia,wnioskowania,epistemiczny,present
"pokazywać, że_",mówienia,wnioskowania,epistemiczny,future
"policzyć, że_",liczenia,epistemiczny,,past
"pomyśleć, że_",epistemiczny,,,past
"pomyśleć, że_",epistemiczny,,,brak
"pomyśleć, że_",epistemiczny,,,brak
"pomyśleć, że_",epistemiczny,,,past
"pomyśleć, że_",epistemiczny,,,brak
"pomyśleć, że_",epistemiczny,,,past
"pomyśleć, że_",epistemiczny,,,past
"pomyśleć, że_",epistemiczny,,,past
"pomyśleć, że_",epistemiczny,,,past
"pomyśleć, że_",epistemiczny,,,past
"pomyśleć, że_",epistemiczny,,,past
"pomyśleć, że_",epistemiczny,,,past
"pomyśleć, że_",epistemiczny,,,brak
"pomyśleć, że_",epistemiczny,,,brak
"poradzić na coś, że_",przyczynowy,,,present
"poradzić, że_",przyczynowy,,,future
"postanowić, że_",przyczynowy,epistemiczny,,past
"postanowić, że_",przyczynowy,epistemiczny,,brak
"postanowić, że_",przyczynowy,epistemiczny,,past
"postanowić, że_",przyczynowy,epistemiczny,,past
"postanowić, że_",przyczynowy,epistemiczny,,past
"potwierdzać, że_",mówienia,,,present
"potwierdzać, że_",mówienia,,,present
"potwierdzać, że_",mówienia,,,present
"potwierdzić, że_",mówienia,,,past
"powiadać, że_",mówienia,,,past
"powiadać, że_",mówienia,,,present
"powiadać, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,future
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,future
"powiedzieć, że_",mówienia,,,future
"powiedzieć, że_",mówienia,,,future
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,future
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,future
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,future
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,future
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,future
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,future
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,future
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,future
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,future
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,brak
"powiedzieć, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,past
"powiedzieć, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,present
"powiedzieć, że_",mówienia,,,present
"powodować, że_",przyczynowy,,,present
"powodować, że_",przyczynowy,,,past
"powodować, że_",przyczynowy,,,present
"powodować, że_",przyczynowy,,,present
"powodować, że_",przyczynowy,,,present
"powodować, że_",przyczynowy,,,present
"powodować, że_",przyczynowy,,,present
"powtarzać, że_",mówienia,,,present
"powtarzać, że_",mówienia,,,present
"poznać, że_",epistemiczny,,,future
"poznać, że_",epistemiczny,,,past
"poznać, że_",epistemiczny,,,future
"pozwolić, że_",przyczynowy,epistemiczny,,brak
"pozwolić, że_",przyczynowy,epistemiczny,,future
"protestować, że_",przyczynowy,wolicjonalny,,past
"prowadzić do czegoś, że_",przyczynowy,,,future
"przeczuwać, że_",epistemiczny,,,present
"przeczytać, że_",percepcyjny,mówienia,,past
"przeczytać, że_",percepcyjny,,,past
"przeczytać, że_",percepcyjny,,,past
"przekazywać, że_",mówienia,,,present
"przekonać, że_",epistemiczny,,,past
"przekonać, że_",epistemiczny,,,past
"przekonać, że_",epistemiczny,,,future
"przekonać, że_",epistemiczny,,,future
"przekonać, że_",epistemiczny,,,past
"przekonać, że_",epistemiczny,,,past
"przekonać się, że_",epistemiczny,,,past
"przekonać się, że_",epistemiczny,,,present
"przekonać się, że_",epistemiczny,,,future
"przekonać się, że_",epistemiczny,,,past
"przekonać się, że_",epistemiczny,,,future
"przekonać się, że_",epistemiczny,,,future
"przekonywać się, że_",epistemiczny,,,present
"przekonywać, że [zwrotny]_",mówienia,epistemiczny,,past
"przekonywać, że [zwrotny]_",epistemiczny,,,present
"przemawiać, że_",mówienia,,,past
"przemówić, że_",mówienia,,,future
"przeoczyć, że_",percepcyjny,epistemiczny,,past
"przepowiadać, że_",mówienia,wnioskowania,epistemiczny,past
"przepowiadać, że_",mówienia,wnioskowania,epistemiczny,present
"przepraszać, że_",mówienia,,,present
"przepraszać, że_",mówienia,,,present
"przepraszać, że_",mówienia,,,present
"przeprosić, że_",mówienia,,,past
"przeprosić, że_",mówienia,,,past
"przerazić się, że_",emotywny,epistemiczny,,past
"przeważyć, że_",przyczynowy,,,past
"przewidywać, że_",epistemiczny,,,present
"przewidywać, że_",epistemiczny,,,present
"przewidywać, że_",epistemiczny,,,past
"przewidywać, że_",epistemiczny,,,present
"przewidywać, że_",epistemiczny,,,present
"przewidzieć, że_",epistemiczny,,,past
"przewidzieć, że_",epistemiczny,,,past
"przewidzieć, że_",epistemiczny,,,past
"przewidzieć, że_",epistemiczny,,,past
"przewidzieć, że_",epistemiczny,,,past
"przyjąć, że_",epistemiczny,,,past
"przyjąć, że_",epistemiczny,,,brak
"przyjąć, że_",epistemiczny,,,brak
"przyjmować, że_",epistemiczny,,,present
"przyjmować, że_",epistemiczny,,,present
"przyjmować, że_",epistemiczny,,,brak
"przyjmować, że_",epistemiczny,,,present
"przyjmować, że_",epistemiczny,,,present
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,future
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,present
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,present
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,past
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,present
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,brak
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,brak
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,brak
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,past
"przypomnieć komuś, że_",mówienia,pamięciowy,epistemiczny,past
