,verb,?,czynnościowy,dowodzenia,emotywny,epistemiczny,liczenia,mówienia,nie_wiedzowy,odkrycia,pamięciowy,percepcyjny,przyczynowy,wnioskowania,wolicjonalny,wolitywny,zdarzeniowy,o1+,o1-,o1o,o2+,o2-,o2o
243,"głosić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
248,"gwarantować, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
249,"informować, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
255,"informować, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
269,"krakać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
271,"liczyć się z czymś, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
273,"liczyć się z czymś, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
278,"liczyć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
279,"liczyć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
290,"łapać się na czymś, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
299,"meldować, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
301,"miarkować, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
353,"mieć odczucie, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
354,"mieć pewność, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
356,"mieć pewność, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
357,"mieć poczucie, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
360,"mieć świadomość, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
365,"mieć świadomość, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
368,"mieć wrażenie, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
370,"mieć wrażenie, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
385,"mniemać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
386,"mówić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
387,"mówić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
398,"mówić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
550,"myśleć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
551,"myśleć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
687,"nadmienić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
688,"nadmienić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
691,"napisać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
692,"napisać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
701,"napisać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
703,"napomknąć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
710,"nie da się ukryć, że_",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
712,"nie kryć, że_",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
714,"nie kryć, że_",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
716,"nie mieć wątpliwości, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
717,"nie mieć wątpliwości, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
720,"nie ukrywać, że_",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
726,"nie ukrywać, że_",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
736,"nie ulega wątpliwości, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
751,"oberwać za coś, że_",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0
754,"obiecać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
762,"obiecywać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
765,"obiecywać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
785,"odczuwać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
787,"odeprzeć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
795,"odnieść wrażenie, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
796,"odnieść wrażenie, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
797,"odnosić wrażenie, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
801,"odnotować, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
802,"odpisać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
803,"odpowiadać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
805,"odpowiedzieć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
806,"odpowiedzieć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
809,"ogłosić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
811,"okazać się, że_",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1
817,"okazać się, że_",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1
862,"okazać się, że_",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1
866,"okazać się, że_",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1
871,"okazywać się, że_",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1
889,"okazywać się, że_",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1
902,"opowiadać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
903,"opowiadać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
910,"opowiadać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
911,"orientować się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
912,"orientować się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
913,"orzec, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
914,"orzec, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
915,"ostrzec, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
916,"ostrzec, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
922,"oświadczać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
923,"oświadczyć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
924,"oświadczyć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
929,"oświadczyć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
930,"oznajmić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
968,"pisać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
971,"pisać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
977,"planować, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
978,"planować, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
982,"[e] poczuć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
984,"podać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
985,"podawać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
987,"podejrzewać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
991,"podejrzewać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
995,"podejrzewać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
996,"podkreślać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
997,"podkreślać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1006,"podkreślić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1007,"podkreślić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1012,"podkreślić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1019,"podnieść, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1020,"podpisywać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1021,"podpowiadać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1033,"pojmować, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1059,"pomyśleć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1060,"pomyśleć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1073,"poradzić na coś, że_",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0
1074,"poradzić, że_",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0
1080,"potwierdzać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1083,"potwierdzić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1084,"powiadać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1085,"powiadać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1087,"powiedzieć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1088,"powiedzieć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1089,"powiedzieć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1101,"powiedzieć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1217,"powodować, że_",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1
1218,"powodować, że_",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1
1224,"powtarzać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1226,"poznać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1227,"poznać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1232,"prowadzić do czegoś, że_",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1
1233,"przeczuwać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1235,"przeczytać, że_",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1
1237,"przekazywać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1238,"przekonać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1240,"przekonać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1244,"przekonać się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1245,"przekonać się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1246,"przekonać się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1250,"przekonywać się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1252,"przekonywać, że [zwrotny]_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1253,"przemawiać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1254,"przemówić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1258,"przepraszać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1261,"przeprosić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1264,"przeważyć, że_",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0
1265,"przewidywać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1267,"przewidywać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1270,"przewidzieć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1275,"przyjąć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1276,"przyjąć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1278,"przyjmować, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1280,"przyjmować, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1311,"przypuszczać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1312,"przypuszczać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1318,"przypuszczać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1321,"przyrzekać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1323,"przysiąc, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1325,"przysiąc, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1326,"przysięgać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1330,"przyznać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1331,"przyznać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1335,"przyznać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1339,"przyznać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1362,"przyznawać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1363,"przyznawać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1378,"radzić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1382,"reklamować, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1384,"rozmawiać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1385,"rozumieć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1386,"rozumieć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1399,"sądzić, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1400,"sądzić, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1404,"sądzić, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1423,"skarcić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1426,"skłamać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1428,"[p] słychać, że_[przyroda]",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0
1445,"spodziewać się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1448,"spodziewać się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1451,"spodziewać się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1455,"spowodować, że_",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1
1456,"spowodować, że_",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1
1461,"spowodować, że_",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1
1489,"stać się, że_",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0
1491,"stwierdzać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1496,"stwierdzać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1506,"stwierdzić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1508,"stwierdzić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1511,"stwierdzić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1550,"stwierdzić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1551,"sugerować, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1552,"sugerować, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1554,"sugerować, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1560,"sygnalizować, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1567,"szepnąć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1568,"szeptać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1574,"śnić się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1587,"tłuc, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1588,"tłumaczyć się, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1589,"tłumaczyć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1590,"tłumaczyć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1604,"twierdzić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1618,"twierdzić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1654,"uczyć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1655,"uczyć, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1659,"udać, że_",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1660,"udać, że_",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1661,"udawać, że_",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1663,"udawać, że_",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1667,"udawać, że_",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1692,"umówić się, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1694,"upewnić się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1700,"upewnić się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1701,"upierać się, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1702,"uprzedzić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1704,"uprzytomnić sobie, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1712,"usprawiedliwiać się, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1713,"ustalać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1716,"uświadamiać sobie, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1717,"uświadomić sobie, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1719,"uświadomić sobie, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1720,"utrzymywać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1722,"utrzymywać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1724,"uważać za, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1725,"uważać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1727,"uważać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1760,"uważać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1813,"uważać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1814,"uwierzyć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1816,"uwierzyć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1818,"uwierzyć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1819,"uwzględnić, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1820,"uzasadniać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1821,"uzmysławiać sobie, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1822,"uznać coś za coś, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1823,"uznać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1824,"uznać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1827,"uznać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1844,"uznawać, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1895,"wiedzieć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1896,"wiedzieć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1898,"wiedzieć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2032,"wiedzieć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2038,"wierzyć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2039,"wierzyć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2068,"wierzyć, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2069,"wmawiać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2070,"wmawiać, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2072,"wmówić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2073,"wmówić, że_",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2074,"wnioskować, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2075,"wnosić z czegoś, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2077,"wpłynąć na coś, że_",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1
2092,"wychodzić z założenia, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2093,"wychodzić z założenia, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2094,"wychodzić z założenia, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2100,"wydawać się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2102,"wydawać się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2108,"wydawać się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2109,"wydawać się, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2162,"wygląda na to, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2163,"wygląda na to, że_",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
